1
4
4
5
4
4
2
4
5
5
3
4
4
4
4
6
6
4
7
9
5
5
5
6
8
7
7
8
6
6
5
7
7
6
5
10
9
9
6
10
6
10
6
9
9
9
8
10
9
9
10
9
8
10
8
10
6
9
8
8
9
9
9
10
10
10
6
5
10
5
9
10
10
10
10
5
10
10
10
10
10
10
8
10
10
9
10
10
10
8
10
10
10
10
6
10
10
10
9
10
10
10
10
10
10
10
10
9
10
10
10
10
